,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2022-04-19,103.600000,104.410000,102.950000,103.860000,92.813959,3615255,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-20,104.900000,107.600000,104.580000,106.640000,95.298292,5579465,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-21,106.100000,106.400000,104.870000,105.180000,94.485075,3386071,0.550000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-22,104.270000,104.305000,101.570000,101.680000,91.340962,5779233,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-25,101.840000,102.390000,99.206300,101.770000,91.421811,4957541,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-26,101.110000,102.910000,101.037100,101.430000,91.116383,3919640,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-27,101.210000,102.330000,99.740000,100.850000,90.595358,4730844,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-28,101.740000,102.600000,100.370000,100.850000,90.595358,5909498,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-04-29,100.280000,100.440000,95.889900,96.130000,86.355298,8778344,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-02,96.450000,97.315000,95.020000,96.500000,86.687676,6520223,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-03,97.110000,97.730000,95.930000,95.980000,86.220550,5894367,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-04,96.780000,101.210000,95.529900,100.570000,90.343829,9199166,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-05,100.610000,100.610000,96.500000,97.730000,87.792607,8236317,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-06,97.310000,100.930000,97.190000,100.690000,90.451628,8220432,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-09,99.580000,100.150000,98.370000,98.860000,88.807706,7147249,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-10,99.410000,100.100000,97.720000,98.160000,88.178883,5221764,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-11,98.240000,99.870000,97.880000,97.990000,88.026169,4667334,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-12,97.440000,98.260000,96.290000,98.250000,88.259732,4919434,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-13,98.410000,98.620000,96.580000,97.480000,87.568027,4502423,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-16,98.000000,99.350000,97.080000,98.550000,88.529227,3438728,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-17,98.890000,99.530000,97.920000,99.380000,89.274831,4160270,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-18,98.430000,98.430000,92.930000,94.020000,84.459847,8246778,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-19,93.030000,93.680000,91.470000,93.140000,83.669328,7000034,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-20,93.280000,95.225000,92.740000,94.930000,85.277317,5194154,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-23,96.000000,97.070000,94.980000,95.570000,85.852240,6136260,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-24,96.100000,97.005000,94.790000,96.450000,86.642760,3959217,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-25,97.050000,98.040000,96.530000,97.150000,87.271582,3603707,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-26,97.840000,98.870000,97.630000,97.800000,87.855489,4779113,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
2022-05-27,96.450000,98.100000,95.760000,98.050000,88.080068,4318012,0.000000,1.000000,CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2025-03-31,85300298000,13947000000,16.09,0.708,60.96,2.66,0.0386,4.19,299.18,0.014,0.035,0.0231,0.0693,376741003000,51016999000,4.19,0.602,0.069,79.73,8,13,7,0,0,16.09,11.47,0.226,1.109,0.406,10.38,0.561,72.51,42.57,65.14,60.49,1265020000,1262401000,1.073,87.365,2025-05-01,2025-04-22
